time(s),x(m),y(m),theta(rad),theta(deg),v(m/s),w(rad/s),u0x,u0y
61.200053,3.000000,2.167626,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
61.300083,3.000000,2.182619,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
61.400139,3.000000,2.197623,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
61.500057,3.000000,2.212632,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
61.600073,3.000000,2.227620,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
61.700133,3.000000,2.242622,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
61.800064,3.000000,2.257631,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
61.900047,3.000000,2.272621,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
62.000097,3.000000,2.287618,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
62.100065,3.000000,2.302626,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
62.200091,3.000000,2.317621,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
62.300117,3.000000,2.332625,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
62.400024,3.000000,2.347629,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
62.500071,3.000000,2.362615,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
62.600099,3.000000,2.377622,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
62.700038,3.000000,2.392626,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
62.800084,3.000000,2.407617,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
62.900085,3.000000,2.422624,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
63.000041,3.000000,2.437624,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
63.100060,3.000000,2.452617,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
63.200126,3.000000,2.467620,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
63.300047,3.000000,2.482630,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
63.400164,3.000000,2.497618,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
63.500114,3.000000,2.512636,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
63.600068,3.000000,2.527628,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
63.700169,3.000000,2.542621,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
63.800115,3.000000,2.557636,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
63.900031,3.000000,2.572628,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
64.000081,3.000000,2.587616,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
64.100171,3.000000,2.602623,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
64.200068,3.000000,2.617637,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
64.300094,3.000000,2.632621,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
64.400101,3.000000,2.647625,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
64.500028,3.000000,2.662626,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
64.600060,3.000000,2.677615,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
64.700115,3.000000,2.692620,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
64.800046,3.000000,2.707628,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
64.900126,3.000000,2.722618,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
65.000138,3.000000,2.737630,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
65.100048,3.000000,2.752632,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
65.200099,3.000000,2.767618,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
65.300108,3.000000,2.782626,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
65.400046,3.000000,2.797627,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
65.500090,3.000000,2.812618,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
65.600106,3.000000,2.827625,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
65.700137,3.000000,2.842627,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
65.800069,3.000000,2.857632,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
65.900041,3.000000,2.872621,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
66.000026,3.000000,2.887617,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
66.100082,3.000000,2.902615,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
66.200090,3.000000,2.917623,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
66.300094,3.000000,2.932625,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
66.400100,3.000000,2.947625,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
66.500085,3.000000,2.962626,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
66.600066,3.000000,2.977624,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
66.700102,3.000000,2.992621,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
66.800106,3.000000,3.007626,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
66.900051,3.000000,3.022627,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
67.000137,3.000000,3.037619,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
67.100207,3.000000,3.052632,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
67.200035,3.000000,3.067642,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
67.300100,3.000000,3.082616,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
67.400121,3.000000,3.097626,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
67.500119,3.000000,3.112629,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
67.600145,3.000000,3.127629,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
67.700180,3.000000,3.142633,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
67.800088,3.000000,3.157638,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
67.900143,3.000000,3.172624,1.570796,90.00,0.150000,0.000000,0.000000,0.150000
